Categorías,DATA PARA WEB
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guarivilca">Guarivilca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaypon guanacauri">Guaypon guanacauri [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#llahapalla">Llahapalla [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#llimillay">Llimillay [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#luchus amaro">Luchus Amaro [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#macouilca">Macouilca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mapiguaca">Mapiguaca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#maragoaçi guanacauri">Maragoaçi guanacauri [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#matarau">Matarau [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mudla gardai">Mudla gardai [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#nina uinchos">Nina uinchos [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ormaychico">ormaychico [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pancha">Pancha [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pancha guanacauri">Pancha guanacauri [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pichus">Pichus [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#piedras">piedras [Andrés de Vega]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pilco guarda">Pilco guarda [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#piuni guaca">Piuni guaca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pomacamas">Pomacamas [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pu[z]co uilca">Pu[z]co uilca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rimac">Rimac [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#rumis">rumis [Andrés de Vega]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rutucayan">Rutucayan [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#sulcouilca">Sulcouilca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#tichicasa">Tichicasa [Pedro Sancho]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tumayricapac">Tumayricapac [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilcos guanacauri">Uilcos guanacauri [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#urauilca">Urauilca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uscovilca">Uscovilca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uscucalla">Uscucalla [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#utaran">Utaran [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uzno/uznos">uzno/uznos [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yamoc zuya">Yamoc Zuya [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yanay guanca">Yanay guanca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yanayacolca">Yanayacolca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yaño">Yaño [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yarobaha">Yarobaha [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllacsachucco">Yllacsachucco [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#zunis">Zunis [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#achus">achus [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anaguancas">Anaguancas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ananchancas">Ananchancas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anansayas/anansayos/hanansayas">anansayas/anansayos/hanansayas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#andes'">Andes' [Andrés de Vega]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#angaraes/angaras [sic: angaraes]">angaraes/angaras [sic: angaraes] [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#antas">antas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#atauillos">atauillos [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aymaraes">aymaraes [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cañares">cañares [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#caribes">Caribes [Pedro Sancho]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caroac">caroac [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caxamalcas / caxamarcas">caxamalcas / caxamarcas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caxas'">caxas' [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chachapoyas">Chachapoyas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chancas">chancas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#checas">checas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchacochas/chinchaycochas">chinchacochas/chinchaycochas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chiscai">chiscai [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuhayayas">chuhayayas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chupaichos">Chupaichos [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuquipuyuntus">Chuquipuyuntus [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#collaguas">Collaguas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#collanas">collanas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#conchucos">conchucos [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cuzcos">cuzcos [Pedro Sancho]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuzcos">cuzcos [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guamanchucos">guamanchucos [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guanocos pincos">guanocos pincos [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guarocondos">guarocondos [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guayllas">guayllas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hacaris">hacaris [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurinchangas">hurinchangas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#huringuaillas">huringuaillas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#huringuancas">huringuancas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurinsayas">hurinsayas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#lunaguanas">lunaguanas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#malas">malas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mayos">mayos [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#munchas">munchas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#omasayos">omasayos [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#paltas">paltas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#papache">papache [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pariscas">pariscas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pastos">pastos [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#piscos hurinsayas">piscos hurinsayas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pullacayra">pullacayra [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#puruaes">puruaes [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quechuas">quechuas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#quíchuas">Quíchuas [Andrés de Vega]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quitos">quitos [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rucanas">rucanas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#soras">soras [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#taramas">taramas [Cristóbal de Albornoz]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#yauyos">Yauyos [Andrés de Vega]</a></p>
Etnónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ychmas">ychmas [Cristóbal de Albornoz]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#amaro/amaros">amaro/amaros [Cristóbal de Albornoz]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#aves">aves [Andrés de Vega]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#carneros">carneros [Andrés de Vega]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#conejos">conejos [Andrés de Vega]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#corderos">corderos [Andrés de Vega]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuyes">cuyes [Cristóbal de Albornoz]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ganado">ganado [Andrés de Vega]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ganado/ganados">ganado/ganados [Cristóbal de Albornoz]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guachuas">Guachuas [Cristóbal de Albornoz]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guanacos">guanacos [Andrés de Vega]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#llamas">llamas [Cristóbal de Albornoz]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#machacuay">machacuay [Cristóbal de Albornoz]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#oveja/ovejas">oveja/ovejas [Pedro Sancho]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#ovejas">ovejas [Cristóbal de Mena]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#pacos">Pacos [Andrés de Vega]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#pájaros">pájaros [Pedro Sancho]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pariguanas">pariguanas [Cristóbal de Albornoz]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tunqui">tunqui [Cristóbal de Albornoz]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#vacas">vacas [Andrés de Vega]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#vicuñas">vicuñas [Andrés de Vega]</a></p>
Fauna,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#viscachas">Viscachas [Andrés de Vega]</a></p>
Fenómeno atmosférico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acapana">acapana [Cristóbal de Albornoz]</a></p>
Fenómeno atmosférico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllapa">yllapa [Cristóbal de Albornoz]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acollico/acollicos">acollico/acollicos [Cristóbal de Albornoz]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#adoratorios">adoratorios [Cristóbal de Albornoz]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#aguacates">aguacates [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ají">ají [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#capa">Capa [Cristóbal de Albornoz]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chochos">chochos [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#coca">Coca [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#coca">coca [Cristóbal de Albornoz]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guabas">guabas [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guayabas">guayabas [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#maiz">Maiz [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#maiz">maiz [Cristóbal de Albornoz]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mamaçara">mamaçara [Cristóbal de Albornoz]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mamapapa">mamapapa [Cristóbal de Albornoz]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#mani">mani [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#maxuas">maxuas [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ocas">Ocas [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#papa">papa [Cristóbal de Albornoz]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#papas">Papas [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#papas ">papas  [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pozan">Pozan [Cristóbal de Albornoz]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#quixuar">quixuar [Andrés de Vega]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilca/uilcas">uilca/uilcas [Cristóbal de Albornoz]</a></p>
Flora,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#vilca">vilca [Andrés de Vega]</a></p>
Funcionario,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#curacas">curacas [Cristóbal de Albornoz]</a></p>
Funcionario,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guacamayos [sic: guaca camayos]">guacamayos [sic: guaca camayos] [Cristóbal de Albornoz]</a></p>
Funcionario,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tocricoc">tocricoc [Cristóbal de Albornoz]</a></p>
Herramienta,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ayllos">ayllos [Andrés de Vega]</a></p>
Herramienta,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilcana">uilcana [Cristóbal de Albornoz]</a></p>
Herramienta,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllos [sic: ayllos]">yllos [sic: ayllos] [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aporima">Aporima [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auquiuilca">Auquiuilca [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#checa">Checa [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chinchacocha">Chinchacocha [Andrés de Vega]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chinchacocha/chinchaicocha">Chinchacocha/Chinchaicocha [Andrés de Vega]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchaycocha">Chinchaycocha [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#choclo cacha [sic: <b>choclo cocha</b>/ choclo cocha">Choclo cacha [sic: <b>Choclo cocha</b>/ Choclo Cocha [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#chuchiabo">Chuchiabo [Pedro Sancho]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuychacolla">Cuychacolla [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaypon">Guaypon [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hanan chaca">Hanan Chaca [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurinchaca">Hurinchaca [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pilco puquio">Pilco puquio [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pongo">Pongo [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quichuas">Quichuas [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#titicaca">Titicaca [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uullotoa">Uullotoa [Cristóbal de Albornoz]</a></p>
Hidrónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#xauxa">Xauxa [Pedro Sancho]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acacana">Acacana [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acapana">acapana [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#achapay">Achapay [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#adoratorios">adoratorios [Andrés de Vega]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anaguarque">Anaguarque [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ancouilca/ancovilca">Ancouilca/Ancovilca [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#andazana">Andazana [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#angasquipi">Angasquipi [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anta">Anta [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apachita">apachita [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apallisca">Apallisca [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apocatiquillay">Apocatiquillay [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apocomuyllo">Apocomuyllo [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apoguante">Apoguante [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apollmoca">Apollmoca [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apomalmagura">Apomalmagura [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apoparato">Apoparato [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aporimac">Aporimac [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aposauma">Aposauma [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aposuissa">Aposuissa [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apotinia uiracocha">Apotinia uiracocha [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#atisca">atisca [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aucambi caxqcuyoc">Aucambi caxqcuyoc [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auiraca">Auiraca [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auqui uscuntay">Auqui uscuntay [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auqui/auquis">auqui/auquis [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auquiuilca">Auquiuilca [Cristóbal de Albornoz]</a></p>
